"Identifier","Version No","Category","Topics","Type","Text","Status","Version Date","Notation","Document Version","Regex"
"187","2","Environmental","Schedule D State Forest & Timber Reserves (Goldfields)","Condition","In consultation with the Regional/District Manager, DEC, machinery or equipment being cleaned of all soil, mud and plant propagules prior to entering the reserve.","Inactive","01/08/2006 00:00:00 onwards","Impose on P & E where State Forest & Timber Reserve in Goldfields","Jun-17","(?i)^[\s?.*-:]*In[^A-Z0-9]+consultation[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+Regional[^A-Z0-9]+District[^A-Z0-9]+Manager[^A-Z0-9]+DEC[^A-Z0-9]+machinery[^A-Z0-9]+or[^A-Z0-9]+equipment[^A-Z0-9]+being[^A-Z0-9]+cleaned[^A-Z0-9]+of[^A-Z0-9]+all[^A-Z0-9]+soil[^A-Z0-9]+mud[^A-Z0-9]+and[^A-Z0-9]+plant[^A-Z0-9]+propagules[^A-Z0-9]+prior[^A-Z0-9]+to[^A-Z0-9]+entering[^A-Z0-9]+the[^A-Z0-9]+reserve[\s?.*-:]*$"
"188","2","Environmental","Schedule D State Forest & Timber Reserves (Goldfields)","Condition","Access to and from and the movement of vehicles within the Reserve being restricted to roads and tracks approved under the program or otherwise agreed by the Regional/District Manager, DEC.","Inactive","01/08/2006 00:00:00 onwards","Impose on P & E where State Forest & Timber Reserve in Goldfields","Jun-17","(?i)^[\s?.*-:]*Access[^A-Z0-9]+to[^A-Z0-9]+and[^A-Z0-9]+from[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+movement[^A-Z0-9]+of[^A-Z0-9]+vehicles[^A-Z0-9]+within[^A-Z0-9]+the[^A-Z0-9]+Reserve[^A-Z0-9]+being[^A-Z0-9]+restricted[^A-Z0-9]+to[^A-Z0-9]+roads[^A-Z0-9]+and[^A-Z0-9]+tracks[^A-Z0-9]+approved[^A-Z0-9]+under[^A-Z0-9]+the[^A-Z0-9]+program[^A-Z0-9]+or[^A-Z0-9]+otherwise[^A-Z0-9]+agreed[^A-Z0-9]+by[^A-Z0-9]+the[^A-Z0-9]+Regional[^A-Z0-9]+District[^A-Z0-9]+Manager[^A-Z0-9]+DEC[\s?.*-:]*$"
"189","1","Environmental","Schedule D State Forest & Timber Reserves (Goldfields)","Condition","The licensee taking all reasonable precautions not to unnecessarily destroy or damage vegetation on the licence area. •maps and/or aerial photographs showing the proposed locations of all ground activities and disturbances; •the purpose, specifications and extent of each activity and disturbance; •details on proposals which may disturb sensitive terrestrial habitats including any declared rare flora and fauna; and •techniques, prescriptions and timetable for the rehabilitation of all proposed disturbances and historic ground disturbances the licensee has agreed to rehabilitate.","Inactive","01/01/2000 00:00:00 onwards","Impose on P & E where State Forest & Timber Reserve in Goldfields","Mar-18","(?i)^[\s?.*-:]*The[^A-Z0-9]+licensee[^A-Z0-9]+taking[^A-Z0-9]+all[^A-Z0-9]+reasonable[^A-Z0-9]+precautions[^A-Z0-9]+not[^A-Z0-9]+to[^A-Z0-9]+unnecessarily[^A-Z0-9]+destroy[^A-Z0-9]+or[^A-Z0-9]+damage[^A-Z0-9]+vegetation[^A-Z0-9]+on[^A-Z0-9]+the[^A-Z0-9]+licence[^A-Z0-9]+area[^A-Z0-9]+maps[^A-Z0-9]+and[^A-Z0-9]+or[^A-Z0-9]+aerial[^A-Z0-9]+photographs[^A-Z0-9]+showing[^A-Z0-9]+the[^A-Z0-9]+proposed[^A-Z0-9]+locations[^A-Z0-9]+of[^A-Z0-9]+all[^A-Z0-9]+ground[^A-Z0-9]+activities[^A-Z0-9]+and[^A-Z0-9]+disturbances[^A-Z0-9]+the[^A-Z0-9]+purpose[^A-Z0-9]+specifications[^A-Z0-9]+and[^A-Z0-9]+extent[^A-Z0-9]+of[^A-Z0-9]+each[^A-Z0-9]+activity[^A-Z0-9]+and[^A-Z0-9]+disturbance[^A-Z0-9]+details[^A-Z0-9]+on[^A-Z0-9]+proposals[^A-Z0-9]+which[^A-Z0-9]+may[^A-Z0-9]+disturb[^A-Z0-9]+sensitive[^A-Z0-9]+terrestrial[^A-Z0-9]+habitats[^A-Z0-9]+including[^A-Z0-9]+any[^A-Z0-9]+declared[^A-Z0-9]+rare[^A-Z0-9]+flora[^A-Z0-9]+and[^A-Z0-9]+fauna[^A-Z0-9]+and[^A-Z0-9]+techniques[^A-Z0-9]+prescriptions[^A-Z0-9]+and[^A-Z0-9]+timetable[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+rehabilitation[^A-Z0-9]+of[^A-Z0-9]+all[^A-Z0-9]+proposed[^A-Z0-9]+disturbances[^A-Z0-9]+and[^A-Z0-9]+historic[^A-Z0-9]+ground[^A-Z0-9]+disturbances[^A-Z0-9]+the[^A-Z0-9]+licensee[^A-Z0-9]+has[^A-Z0-9]+agreed[^A-Z0-9]+to[^A-Z0-9]+rehabilitate[\s?.*-:]*$"
"191","2","Environmental","Schedule D State Forest & Timber Reserves (Goldfields)","Condition","The licensee not establishing any camp, base works or area, fuelling depot or similar establishment on the reserve unless the site and access has received the prior approval of the Regional/District Manager, DEC.","Inactive","01/08/2006 00:00:00 onwards","Impose on P & E where State Forest & Timber Reserve in Goldfields","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+licensee[^A-Z0-9]+not[^A-Z0-9]+establishing[^A-Z0-9]+any[^A-Z0-9]+camp[^A-Z0-9]+base[^A-Z0-9]+works[^A-Z0-9]+or[^A-Z0-9]+area[^A-Z0-9]+fuelling[^A-Z0-9]+depot[^A-Z0-9]+or[^A-Z0-9]+similar[^A-Z0-9]+establishment[^A-Z0-9]+on[^A-Z0-9]+the[^A-Z0-9]+reserve[^A-Z0-9]+unless[^A-Z0-9]+the[^A-Z0-9]+site[^A-Z0-9]+and[^A-Z0-9]+access[^A-Z0-9]+has[^A-Z0-9]+received[^A-Z0-9]+the[^A-Z0-9]+prior[^A-Z0-9]+approval[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Regional[^A-Z0-9]+District[^A-Z0-9]+Manager[^A-Z0-9]+DEC[\s?.*-:]*$"
"192","3","Environmental","Schedule E Goldfields Timber Reserves","Condition","Consent to mine on **PROMPT** granted by the Minister responsible for the Mining Act 1978 on **PROMPT** subject to the following additional conditions:","Inactive","15/02/2006 00:00:00 onwards","","Jun-17","(?i)^[\s?.*-:]*Consent[^A-Z0-9]+to[^A-Z0-9]+mine[^A-Z0-9]+on[^A-Z0-9]+.+[^A-Z0-9]+granted[^A-Z0-9]+by[^A-Z0-9]+the[^A-Z0-9]+Minister[^A-Z0-9]+responsible[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+Mining[^A-Z0-9]+Act[^A-Z0-9]+1978[^A-Z0-9]+on[^A-Z0-9]+.+[^A-Z0-9]+subject[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+following[^A-Z0-9]+additional[^A-Z0-9]+conditions[\s?.*-:]*$"
"194","1","Environmental","Schedule E Goldfields Timber Reserves","Condition","The **LESSEE** paying to the Executive Director, Department of Conservation and Land Management (CALM), compensation for all areas cleared of vegetation for mining, in support of mining and degraded as a result of mining in association with this lease. Provided that the Executive Director and the **LESSEE** may agree from time to time that land shall be transferred or works undertaken by the **LESSEE** in lieu of payment under this condition. The rate of compensation being $**PROMPT** per hectare and being adjusted annually by the Executive Director. The C.P.I. for Perth providing the basis of such adjustments. The **LESSEE** providing detailed surveys of areas cleared in conjunction with annual mining proposals. The Executive Director issuing a notice for the amount of compensation due and the **LESSEE** paying the amount within two (2) months of the date of such notice. A penalty of interest at the Commonwealth bond rate plus four percent being charged for late payment.","Inactive","01/01/2000 00:00:00 - 29/07/2004 23:59:59","Impose on M where Timber Reserve in Goldfields","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+paying[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+Conservation[^A-Z0-9]+and[^A-Z0-9]+Land[^A-Z0-9]+Management[^A-Z0-9]+CALM[^A-Z0-9]+compensation[^A-Z0-9]+for[^A-Z0-9]+all[^A-Z0-9]+areas[^A-Z0-9]+cleared[^A-Z0-9]+of[^A-Z0-9]+vegetation[^A-Z0-9]+for[^A-Z0-9]+mining[^A-Z0-9]+in[^A-Z0-9]+support[^A-Z0-9]+of[^A-Z0-9]+mining[^A-Z0-9]+and[^A-Z0-9]+degraded[^A-Z0-9]+as[^A-Z0-9]+a[^A-Z0-9]+result[^A-Z0-9]+of[^A-Z0-9]+mining[^A-Z0-9]+in[^A-Z0-9]+association[^A-Z0-9]+with[^A-Z0-9]+this[^A-Z0-9]+lease[^A-Z0-9]+Provided[^A-Z0-9]+that[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+may[^A-Z0-9]+agree[^A-Z0-9]+from[^A-Z0-9]+time[^A-Z0-9]+to[^A-Z0-9]+time[^A-Z0-9]+that[^A-Z0-9]+land[^A-Z0-9]+shall[^A-Z0-9]+be[^A-Z0-9]+transferred[^A-Z0-9]+or[^A-Z0-9]+works[^A-Z0-9]+undertaken[^A-Z0-9]+by[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+in[^A-Z0-9]+lieu[^A-Z0-9]+of[^A-Z0-9]+payment[^A-Z0-9]+under[^A-Z0-9]+this[^A-Z0-9]+condition[^A-Z0-9]+The[^A-Z0-9]+rate[^A-Z0-9]+of[^A-Z0-9]+compensation[^A-Z0-9]+being[^A-Z0-9]+.+[^A-Z0-9]+per[^A-Z0-9]+hectare[^A-Z0-9]+and[^A-Z0-9]+being[^A-Z0-9]+adjusted[^A-Z0-9]+annually[^A-Z0-9]+by[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+The[^A-Z0-9]+C[^A-Z0-9]+P[^A-Z0-9]+I[^A-Z0-9]+for[^A-Z0-9]+Perth[^A-Z0-9]+providing[^A-Z0-9]+the[^A-Z0-9]+basis[^A-Z0-9]+of[^A-Z0-9]+such[^A-Z0-9]+adjustments[^A-Z0-9]+The[^A-Z0-9]+.+[^A-Z0-9]+providing[^A-Z0-9]+detailed[^A-Z0-9]+surveys[^A-Z0-9]+of[^A-Z0-9]+areas[^A-Z0-9]+cleared[^A-Z0-9]+in[^A-Z0-9]+conjunction[^A-Z0-9]+with[^A-Z0-9]+annual[^A-Z0-9]+mining[^A-Z0-9]+proposals[^A-Z0-9]+The[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+issuing[^A-Z0-9]+a[^A-Z0-9]+notice[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+amount[^A-Z0-9]+of[^A-Z0-9]+compensation[^A-Z0-9]+due[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+paying[^A-Z0-9]+the[^A-Z0-9]+amount[^A-Z0-9]+within[^A-Z0-9]+two[^A-Z0-9]+2[^A-Z0-9]+months[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+date[^A-Z0-9]+of[^A-Z0-9]+such[^A-Z0-9]+notice[^A-Z0-9]+A[^A-Z0-9]+penalty[^A-Z0-9]+of[^A-Z0-9]+interest[^A-Z0-9]+at[^A-Z0-9]+the[^A-Z0-9]+Commonwealth[^A-Z0-9]+bond[^A-Z0-9]+rate[^A-Z0-9]+plus[^A-Z0-9]+four[^A-Z0-9]+percent[^A-Z0-9]+being[^A-Z0-9]+charged[^A-Z0-9]+for[^A-Z0-9]+late[^A-Z0-9]+payment[\s?.*-:]*$"
"195","1","Environmental","Schedule E Goldfields Timber Reserves","Condition","The **LESSEE** paying royalty at current rates to the Executive Director for any forest produce obtained from Crown land in connection with mining operations on the lease.","Inactive","01/01/2000 00:00:00 onwards","Impose on M where Timber Reserve in Goldfields","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+paying[^A-Z0-9]+royalty[^A-Z0-9]+at[^A-Z0-9]+current[^A-Z0-9]+rates[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+for[^A-Z0-9]+any[^A-Z0-9]+forest[^A-Z0-9]+produce[^A-Z0-9]+obtained[^A-Z0-9]+from[^A-Z0-9]+Crown[^A-Z0-9]+land[^A-Z0-9]+in[^A-Z0-9]+connection[^A-Z0-9]+with[^A-Z0-9]+mining[^A-Z0-9]+operations[^A-Z0-9]+on[^A-Z0-9]+the[^A-Z0-9]+lease[\s?.*-:]*$"
"196","2","Environmental","Schedule E Goldfields Timber Reserves","Condition","The **LESSEE** taking all such necessary precautions as may be indicated by the Regional/District Manager, DEC to prevent the occurrence or spread and undertake suppression of any fire within or adjacent to the leased area.","Inactive","01/08/2006 00:00:00 onwards","Impose on M where Timber Reserve in Goldfields","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+taking[^A-Z0-9]+all[^A-Z0-9]+such[^A-Z0-9]+necessary[^A-Z0-9]+precautions[^A-Z0-9]+as[^A-Z0-9]+may[^A-Z0-9]+be[^A-Z0-9]+indicated[^A-Z0-9]+by[^A-Z0-9]+the[^A-Z0-9]+Regional[^A-Z0-9]+District[^A-Z0-9]+Manager[^A-Z0-9]+DEC[^A-Z0-9]+to[^A-Z0-9]+prevent[^A-Z0-9]+the[^A-Z0-9]+occurrence[^A-Z0-9]+or[^A-Z0-9]+spread[^A-Z0-9]+and[^A-Z0-9]+undertake[^A-Z0-9]+suppression[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+fire[^A-Z0-9]+within[^A-Z0-9]+or[^A-Z0-9]+adjacent[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+leased[^A-Z0-9]+area[\s?.*-:]*$"
"197","6","Environmental","Schedule E Goldfields Timber Reserves","Condition","The **LESSEE** at his expense rehabilitating all areas affected by mining or operations associated with mining conducted during the term of the lease. Rehabilitation being to the satisfaction of the Executive Director, Environment Division, DMP and in agreement with the Regional/District Manager, DEC and in accordance with DEC Policy No. 10 (Rehabilitation of Disturbed Lands).","Inactive","09/11/2011 00:00:01 onwards","Impose on M where Timber Reserve in Goldfields","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+at[^A-Z0-9]+his[^A-Z0-9]+expense[^A-Z0-9]+rehabilitating[^A-Z0-9]+all[^A-Z0-9]+areas[^A-Z0-9]+affected[^A-Z0-9]+by[^A-Z0-9]+mining[^A-Z0-9]+or[^A-Z0-9]+operations[^A-Z0-9]+associated[^A-Z0-9]+with[^A-Z0-9]+mining[^A-Z0-9]+conducted[^A-Z0-9]+during[^A-Z0-9]+the[^A-Z0-9]+term[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+lease[^A-Z0-9]+Rehabilitation[^A-Z0-9]+being[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+satisfaction[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+Environment[^A-Z0-9]+Division[^A-Z0-9]+DMP[^A-Z0-9]+and[^A-Z0-9]+in[^A-Z0-9]+agreement[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+Regional[^A-Z0-9]+District[^A-Z0-9]+Manager[^A-Z0-9]+DEC[^A-Z0-9]+and[^A-Z0-9]+in[^A-Z0-9]+accordance[^A-Z0-9]+with[^A-Z0-9]+DEC[^A-Z0-9]+Policy[^A-Z0-9]+No[^A-Z0-9]+10[^A-Z0-9]+Rehabilitation[^A-Z0-9]+of[^A-Z0-9]+Disturbed[^A-Z0-9]+Lands[^A-Z0-9]+[\s?.*-:]*$"
"198","9","Environmental","Schedule E Goldfields Timber Reserves","Condition","The **LESSEE** submitting a Mining Proposal (MP) for the proposed operations, including measures to safeguard the environment, to the Executive Director, Environment Division, DMP for assessment and written approval, subject to the agreement of the Executive Director, DEC prior to commencing any developmental or productive mining. The approved MP (as amended) then becoming a condition of this lease and the **LESSEE** providing a bond in favour of the Minister responsible for the Mining Act 1978 for the sum specified in the MP approval for due compliance with the environmental conditions of the lease.","Inactive","09/11/2011 00:00:01 onwards","Impose on M where Timber Reserve in Goldfields","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+submitting[^A-Z0-9]+a[^A-Z0-9]+Mining[^A-Z0-9]+Proposal[^A-Z0-9]+MP[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+proposed[^A-Z0-9]+operations[^A-Z0-9]+including[^A-Z0-9]+measures[^A-Z0-9]+to[^A-Z0-9]+safeguard[^A-Z0-9]+the[^A-Z0-9]+environment[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+Environment[^A-Z0-9]+Division[^A-Z0-9]+DMP[^A-Z0-9]+for[^A-Z0-9]+assessment[^A-Z0-9]+and[^A-Z0-9]+written[^A-Z0-9]+approval[^A-Z0-9]+subject[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+agreement[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+DEC[^A-Z0-9]+prior[^A-Z0-9]+to[^A-Z0-9]+commencing[^A-Z0-9]+any[^A-Z0-9]+developmental[^A-Z0-9]+or[^A-Z0-9]+productive[^A-Z0-9]+mining[^A-Z0-9]+The[^A-Z0-9]+approved[^A-Z0-9]+MP[^A-Z0-9]+as[^A-Z0-9]+amended[^A-Z0-9]+then[^A-Z0-9]+becoming[^A-Z0-9]+a[^A-Z0-9]+condition[^A-Z0-9]+of[^A-Z0-9]+this[^A-Z0-9]+lease[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+providing[^A-Z0-9]+a[^A-Z0-9]+bond[^A-Z0-9]+in[^A-Z0-9]+favour[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Minister[^A-Z0-9]+responsible[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+Mining[^A-Z0-9]+Act[^A-Z0-9]+1978[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+sum[^A-Z0-9]+specified[^A-Z0-9]+in[^A-Z0-9]+the[^A-Z0-9]+MP[^A-Z0-9]+approval[^A-Z0-9]+for[^A-Z0-9]+due[^A-Z0-9]+compliance[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+environmental[^A-Z0-9]+conditions[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+lease[\s?.*-:]*$"
"199","8","Environmental","Schedule E Goldfields Timber Reserves","Condition","The **LESSEE** submitting to the Executive Director, Environment Division, DMP and the Regional District Manager, DEC in **OPTION** of each year, a brief annual report outlining the project operations, minesite environmental management and rehabilitation work undertaken in the previous 12 months and the proposed operations, environmental management plans and rehabilitation programs for the next 12 months. Following receipt of the annual report a site inspection by the Environmental Officer, DMP and Regional/District Manager, DEC may be required.","Inactive","09/11/2011 00:00:01 onwards","Impose on M where Timber Reserve in Goldfields","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+submitting[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+Environment[^A-Z0-9]+Division[^A-Z0-9]+DMP[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+Regional[^A-Z0-9]+District[^A-Z0-9]+Manager[^A-Z0-9]+DEC[^A-Z0-9]+in[^A-Z0-9]+.+[^A-Z0-9]+of[^A-Z0-9]+each[^A-Z0-9]+year[^A-Z0-9]+a[^A-Z0-9]+brief[^A-Z0-9]+annual[^A-Z0-9]+report[^A-Z0-9]+outlining[^A-Z0-9]+the[^A-Z0-9]+project[^A-Z0-9]+operations[^A-Z0-9]+minesite[^A-Z0-9]+environmental[^A-Z0-9]+management[^A-Z0-9]+and[^A-Z0-9]+rehabilitation[^A-Z0-9]+work[^A-Z0-9]+undertaken[^A-Z0-9]+in[^A-Z0-9]+the[^A-Z0-9]+previous[^A-Z0-9]+12[^A-Z0-9]+months[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+proposed[^A-Z0-9]+operations[^A-Z0-9]+environmental[^A-Z0-9]+management[^A-Z0-9]+plans[^A-Z0-9]+and[^A-Z0-9]+rehabilitation[^A-Z0-9]+programs[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+next[^A-Z0-9]+12[^A-Z0-9]+months[^A-Z0-9]+Following[^A-Z0-9]+receipt[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+annual[^A-Z0-9]+report[^A-Z0-9]+a[^A-Z0-9]+site[^A-Z0-9]+inspection[^A-Z0-9]+by[^A-Z0-9]+the[^A-Z0-9]+Environmental[^A-Z0-9]+Officer[^A-Z0-9]+DMP[^A-Z0-9]+and[^A-Z0-9]+Regional[^A-Z0-9]+District[^A-Z0-9]+Manager[^A-Z0-9]+DEC[^A-Z0-9]+may[^A-Z0-9]+be[^A-Z0-9]+required[\s?.*-:]*$"
"202","2","Environmental","Schedule E Goldfields Timber Reserves","Condition","The **LESSEE** not establishing any camp, base works or area, fuelling depot or similar establishment on the reserve, unless the site and access has received prior approval of the Regional/ District Manager, DEC.","Inactive","01/08/2006 00:00:00 onwards","Impose on M where Timber Reserve in Goldfields","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+not[^A-Z0-9]+establishing[^A-Z0-9]+any[^A-Z0-9]+camp[^A-Z0-9]+base[^A-Z0-9]+works[^A-Z0-9]+or[^A-Z0-9]+area[^A-Z0-9]+fuelling[^A-Z0-9]+depot[^A-Z0-9]+or[^A-Z0-9]+similar[^A-Z0-9]+establishment[^A-Z0-9]+on[^A-Z0-9]+the[^A-Z0-9]+reserve[^A-Z0-9]+unless[^A-Z0-9]+the[^A-Z0-9]+site[^A-Z0-9]+and[^A-Z0-9]+access[^A-Z0-9]+has[^A-Z0-9]+received[^A-Z0-9]+prior[^A-Z0-9]+approval[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Regional[^A-Z0-9]+District[^A-Z0-9]+Manager[^A-Z0-9]+DEC[\s?.*-:]*$"
"203","5","Environmental","Schedule E Goldfields Timber Reserves","Condition","The **LESSEE** providing an Unconditional Performance Bond (guaranteed by a Bank or other approved financial institution) in favour of the Minister responsible for the Mining Act 1978 for due compliance with the environmental conditions of the **LEASE** in the sum of: •$**PROMPT**","Inactive","01/08/2006 00:00:00 - 19/12/2007 23:59:59","If lease <200 ha select Bond $5k delete ref. to Bank . If >200ha select UPB $10k","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+providing[^A-Z0-9]+an[^A-Z0-9]+Unconditional[^A-Z0-9]+Performance[^A-Z0-9]+Bond[^A-Z0-9]+guaranteed[^A-Z0-9]+by[^A-Z0-9]+a[^A-Z0-9]+Bank[^A-Z0-9]+or[^A-Z0-9]+other[^A-Z0-9]+approved[^A-Z0-9]+financial[^A-Z0-9]+institution[^A-Z0-9]+in[^A-Z0-9]+favour[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Minister[^A-Z0-9]+responsible[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+Mining[^A-Z0-9]+Act[^A-Z0-9]+1978[^A-Z0-9]+for[^A-Z0-9]+due[^A-Z0-9]+compliance[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+environmental[^A-Z0-9]+conditions[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+in[^A-Z0-9]+the[^A-Z0-9]+sum[^A-Z0-9]+of[^A-Z0-9]+.+[\s?.*-:]*$"
"205","3","Environmental","Schedule F Conservation Land - Nat. Parks, Nature Res. & Cons. Parks","Endorsement","The **LESSEE**'s attention is drawn to the provisions of: •the Conservation and Land management Act 1984 and any Regulations thereunder; •the Bush Fires Act 1954 and any Regulations thereunder; and •Wildlife Conservation Act 1950 and any Regulations thereunder.","Inactive","01/09/2004 00:00:00 onwards","Impose on M where Conservation Land (Nat.Pk,Nat.Res & Cons.Pk)","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+s[^A-Z0-9]+attention[^A-Z0-9]+is[^A-Z0-9]+drawn[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+provisions[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Conservation[^A-Z0-9]+and[^A-Z0-9]+Land[^A-Z0-9]+management[^A-Z0-9]+Act[^A-Z0-9]+1984[^A-Z0-9]+and[^A-Z0-9]+any[^A-Z0-9]+Regulations[^A-Z0-9]+thereunder[^A-Z0-9]+the[^A-Z0-9]+Bush[^A-Z0-9]+Fires[^A-Z0-9]+Act[^A-Z0-9]+1954[^A-Z0-9]+and[^A-Z0-9]+any[^A-Z0-9]+Regulations[^A-Z0-9]+thereunder[^A-Z0-9]+and[^A-Z0-9]+Wildlife[^A-Z0-9]+Conservation[^A-Z0-9]+Act[^A-Z0-9]+1950[^A-Z0-9]+and[^A-Z0-9]+any[^A-Z0-9]+Regulations[^A-Z0-9]+thereunder[\s?.*-:]*$"
