Identifier,Version No,Category,Topics,Type,Text,Status,Version Date,Notation,Document Version
66,1,General,Ord River Irrigation District A,Condition,The WRC having the right to release water from the Ord Diversion Dam without notice or any liability whatsoever.,Inactive,01/01/2000 00:00:00 - 28/07/2005 23:59:59,Ord River Area A,Jun-17
67,2,General,Ord River Irrigation District A Ord River Irrigation District B Ord River Irrigation District C,Condition,"No mining in the river bed, or within 100 metres of the river banks, for a distance of one kilometre downstream from the Kununurra Diversion Dam or the Ord River Dam.",Inactive,02/10/2001 00:00:00 - 28/07/2005 23:59:59,Impose if on river bed <1KM downstream from Kununurra Div.Dam Spillway,Jun-17
68,1,General,Ord River Irrigation District A Ord River Irrigation District B Ord River Irrigation District C,Condition,"No unnecessary interference with any existing trees that are situated within the Kununurra Townsite, Lake Argyle Village area and the proposed Weaber Townsite.",Inactive,01/01/2000 00:00:00 - 28/07/2005 23:59:59,Impose where townsite affected in Irrigation District,Jun-17
69,6,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,No mining within 25 metres of either side of the **OPTION** as shown in TENGRAPH.,Active,17/12/2008 00:00:04 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Jun-17
69,6,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,No mining within 25 metres of either side of the **OPTION** as shown in TENGRAPH.,Inactive,17/12/2008 00:00:04 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Nov-18
70,6,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,No surface excavation approaching closer to the boundary of the Safety Zone established by condition **PROMPT** hereof than a distance equal to three times the depth of the excavation without the prior written approval of the **OPTION**,Active,01/01/2009 00:00:00 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Jun-17
70,7,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,No surface excavation approaching closer to the boundary of the Safety Zone established by condition **PROMPT** hereof than a distance equal to three times the depth of the excavation without the prior written approval of the **OPTION**,Active,01/01/2018 00:00:01 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Mar-18
70,8,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,"No surface excavation approaching closer to the boundary of the Safety Zone established by condition **PROMPT** hereof than a distance equal to three times the depth of the excavation without the prior written approval of the Director, Dangerous Goods and Critical Risks, Safety Regulation, DMIRS.",Inactive,17/05/2018 00:00:02 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Nov-18
71,3,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,"No interference with the drainage pattern, and no parking, storage or movement of equipment or vehicles used in the course of mining within the Safety Zone established by Condition **PROMPT** hereof without the prior approval of the operators of the Gas/Petroleum pipeline. **OPTION**, or within 100 metres of the banks of the river, without the **LESSEE** first supplying details as required by Condition **PROMPT** above and receiving the written approval thereto of the Director, Environment, DoIR and the Director of Engineering, WRC.",Active,13/02/2001 00:00:00 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Mar-18
71,3,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,"No interference with the drainage pattern, and no parking, storage or movement of equipment or vehicles used in the course of mining within the Safety Zone established by Condition **PROMPT** hereof without the prior approval of the operators of the Gas/Petroleum pipeline.",Active,13/02/2001 00:00:00 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Jun-17
71,3,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,"No interference with the drainage pattern, and no parking, storage or movement of equipment or vehicles used in the course of mining within the Safety Zone established by Condition **PROMPT** hereof without the prior approval of the operators of the Gas/Petroleum pipeline.",Inactive,13/02/2001 00:00:00 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Nov-18
72,6,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,"The **LESSEE** shall not excavate, drill, install, erect, deposit or permit to be excavated, drilled, installed, erected or deposited within the Safety Zone established in Condition **PROMPT** hereof, any pit, well, pavement, foundation, building, or other structure or installation, or material of any nature whatsoever without the prior written consent of the **OPTION**",Active,01/01/2009 00:00:00 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Jun-17
72,7,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,"The **LESSEE** shall not excavate, drill, install, erect, deposit or permit to be excavated, drilled, installed, erected or deposited within the Safety Zone established in Condition **PROMPT** hereof, any pit, well, pavement, foundation, building, or other structure or installation, or material of any nature whatsoever without the prior written consent of the **OPTION**",Active,01/01/2018 00:00:01 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Mar-18
72,8,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,"The **LESSEE** shall not excavate, drill, install, erect, deposit or permit to be excavated, drilled, installed, erected or deposited within the Safety Zone established in Condition **PROMPT** hereof, any pit, well, pavement, foundation, building, or other structure or installation, or material of any nature whatsoever without the prior written consent of the Director, Dangerous Goods and Critical Risks, Safety Regulation, DMIRS.",Inactive,17/05/2018 00:00:02 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Nov-18
73,5,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,No explosives being used or stored within one hundred and fifty (150) metres of the Gas/Petroleum pipeline without the prior written consent of the **OPTION**.,Active,01/01/2009 00:00:00 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Jun-17
73,6,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,No explosives being used or stored within one hundred and fifty (150) metres of the Gas/Petroleum pipeline without the prior written consent of the **OPTION** .,Active,01/01/2018 00:00:01 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Mar-18
73,7,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,"No explosives being used or stored within one hundred and fifty (150) metres of the Gas/Petroleum pipeline without the prior written consent of the Director, Dangerous Goods and Critical Risks, Safety Regulation, DMIRS.",Inactive,17/05/2018 00:00:02 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Nov-18
74,6,General,Gas / Petroleum Pipe Line (Completed) Natural Gas Pipeline (Dampier-Perth) Natural Gas Pipeline (Dongara- Pinjarra) Natural Gas Pipeline (Goldfields),Condition,Mining on the Safety Zone established in Condition **PROMPT** hereof being confined to below a depth of 50 metres from the natural surface unless otherwise approved by the **OPTION** .,Active,01/01/2009 00:00:00 onwards,"For use on completed Gas/ Petroleum pipelines, incl. L's granted for pipelines",Jun-17
